Title,Description,Tips
"Poppy Seeds Pandora","Flanders Poppy with a twist! The range of color runs from dusky rose to burgundy and combined with silvery stripes, each double bloom resemble antique silk. Unique and very choice! This was a show-stopper in our trial gardens.AnnualFull SunSprouts in 14-21 DaysSeed Depth: 1/4\"Ideal Temperature: 60-65 FPlant Spacing: 6-8\" Frost Hardy: YesPapaver rhoeas","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Purple Peony","Large, double poppy flowers are stunning, bright grape-purple color. These big beauties really make a statement in your cottage garden. The seed pods produce lots of great poppy seeds for baking. This annual, with its big peony-like flowers, is among the loveliest you can grow.AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Rose Feathers","A sweetheart pink pompom bloom that is 4 inches across. One of the earliest to bloom and produces loads of flowers and lots of lovely seed pods! The highly doubled, frilled heads make a wild statement in the landscape with their unusual form and stunning color. Plants stand 3-4 feet tall with misty blue-green ruffled foliage! A loud and eye-catching variety to use as a focal point in containers, beds and borders98 days8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 60-65 Degrees FSeed Depth: Surface SowPlant Spacing: 12\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Scarlet Peony","These massive scarlet blooms are positively majestic as they sway in the breeze atop wiry stems. The regal, highly-ruffled heads reach an impressive 5 inches across, proudly set atop 2-3 foot stems. We adore this variety for landscape and floral designj the blooms are eye catching when planted en masse or used sparingly as a focal point.Full SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver laciniatum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Sissinghurst White","A stunning gem plucked from one of the most beloved gardens in England. The pillowy soft, snow white petals of Sissinghurst White poppy originated in the famous “white garden” at Sissinghurst Castle in Kent, England. All plants in this particular garden fall within the range of white, from cream colors to crisp snow white like this poppy. The color blocked planting makes for a breathtaking effect. Two-to-three-foot-tall plants have dust-blue foliage and pods and large blooms that dance in the breeze like clouds across the sky. The plant collection at Sissinghurst Gardens is internationally respected. This is a treasure that we are delighted to see reaching gardens across the globe! Annual poppy that readily self sows.8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 60-65 Degrees FSeed Depth: Surface SowPlant Spacing: 12\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Moss Rose Seeds Double Flowered Mix","Trailing or sprawling annual to 5 inches in height. Super-dwarf plants are ideal for xeriscaping, edging the front of borders, or nestled into cracks between stones in rock gardens. Completely unfazed by heat and drought that wither most plants, the small, succulent leaves always look fresh and healthy! Provides an endless succession of large 2-inch, fully double cup-shaped flowers in vibrant jewel tones. A care-free, old-fashioned favorite that deserves to be rediscovered by modern gardeners!Annual8-12 hours of SunSprouts in 10-14 DaysIdeal Temperature: 70-85 Degrees FSeed Depth: Surface SowPlant Spacing: 10\"Frost Hardy: NoPortulaca grandiflora","Surface Sow and gently press seeds into soil, as light aids germination. Keep warm till sprouts appear. Plants require full sun. At its best in rather hot, dryish soil."
"Potato Tubers Adirondack Blue (10 micro tubers)","Determinate. You'll be digging for treasure this season with this beautiful amethyst-colored potato! The Adirondack Blue is a mid-season maturing, high-yielding variety developed at Cornell University. This vibrant beauty is purple throughout, from skin to flesh, and will stay bold and bright even after cooking. The creamy, waxy texture of this antioxidant-rich variety lends itself beautifully to roasting, boiling, and mashing.",""
"Potato Tubers Austrian Crescent (10 micro tubers)","Indeterminate. This mid-season maturing fingerling has an outstanding buttery flavor and a waxy, creamy texture. Yellow fleshed, long, and tender, Austrian Crescents lend themselves beautifully to roasting and steaming. It is a reliable growing, heavy-yielding heirloom with good storage quality.",""
"Potato Tubers Bintje (10 micro tubers)","Indeterminate. A Dutch potato that has become a favorite the world over. The Bintje potato is a mid-late season maturing yellow potato that is widely adapted to a wide growing range and extremely popular. A long shelf life, high yields, and creamy texture make it a top choice. The tubers are mid-sized and can be baked, boiled, roasted, chipped…have your bintjes any way you’d like!",""
"Potato Tubers Bora Valley (25 mini tubers)","Indeterminate. A purple-skinned, purple-fleshed potato? Yes, please! This majestic beauty is anthocyanin rich, making it a true winner for health. Enjoy the earthy flavor of this lovely tuber any way you wish!Premium-quality seed potatoes, opting for small-sized tubers ideal for planting whole.Grown by Castle Valley Farms in Castle Valley Utah.",""
"Potato Tubers Ciklamen (10 micro tubers)","Indeterminate. Ciklamen is a European-bred \"creamer\" potato trusted by farmers and beloved by chefs. It is an early to mature baby potato with impossibly creamy flesh and delectable flavor. Plants are highly disease resistant with high yields of small oval tubers with pink skin and white flesh. These are excellent boiled or steamed, and they make tasty little roasters! This variety has shown resistance to scab and black leg. ",""
"Potato Tubers French Fingerling (10 micro tubers)","Indeterminate. Roast, boil, or make the best potato salad of your life with these gourmet red-skinned fingerlings. It is mid- to late-season maturing, with pink to red skin and yellow flesh occasionally speckled pink. A scab-resistant, high-yielding heirloom. ",""
"Potato Tubers Huckleberry Gold (10 micro tubers)","Indeterminate. Huckleberry Gold is not your basic lumper! This variety was carefully selected by a team of avid potato researchers and has earned rave reviews from the food section of the New York Times! This purple-skinned, yellow-fleshed variety is lower on the glycemic index than other potatoes (developed with diabetics in mind) and is perfect for those looking to reduce sugar intake. It is often compared to Yukon Gold; however, its sucrose levels are lower and antioxidant levels higher! This mid-season maturing, medium-sized oval variety has some resistance to hollowheart, scab and Verticilium wilt. Home gardeners and chefs will love this winning new heirloom.",""
"Potato Tubers Mondak Gold (10 micro tubers)","Indeterminate. A late-maturing variety developed at the University of Minnesota as an improvement on the beloved Yukon Gold. It boasts high yields, long storage quality, large tubers, and most importantly, a great taste! These rosy-skinned, golden-fleshed tubers can most closely be compared to a cross between a russet and a Yukon Gold, and they are supremely reliable and delicious.",""
"Potato Tubers Purple Majesty (10 Micro Tubers)","Indeterminate. This royal tuber was selected for its deep purple color, high yield, and delicious flavor, and the results are exceptional! Colorado State University breeders crossed this variety, and the result is a potato with bright violet skin and flesh and plants that are quite hearty and disease resistant. An early- to mid-season maturing variety, it is perfect for new potatoes and should be consumed fairly promptly, as the shelf life is not long!",""
"Potato Tubers Russet Burbank (10 Micro Tubers)","Indeterminate. If you find yourself on a quest to grow the perfect French fry potato... or you're just looking for a great all-purpose tuber, look no further than this rough and ready classic! The Russet Burbank is a household name in America for great reason. The variety traces its lineage to the legendary plant breeder Luther Burbank, and it has remained the most popular American potato variety. While a Russet Burbank looks quite humble with its scaly skin and oblong shape, you will be rewarded with the absolute crispiest chips and fries, and it is also the quintessential baked potato! Heavy yields come on late with this reliable old favorite, and it is noted to be resistant to scab!",""
"Potato Tubers Sangre (10 Micro Tubers)","Determinate. An early- to mid-season producer, these tasty tubers have blood-red skin and snow-white flesh, and they are exceptionally well suited to boiling and baking. Released by Colorado State University, Sangre has long storage life and relative disease resistance to hollowheart, blackspot and drought. Please be patient, as this variety is slower to emerge. ",""
"Potato Tubers Smiling Eyes (25 mini tubers)","Introducing the long-lost sibling of the legendary Yukon Gold! Here's a potato that boasts a sunny yellow exterior with delicate pink hues. Its velvety, cream-colored flesh is a feast for the eyes and the taste buds. Smiling Eyes makes smashing mashed potatoes!Premium-quality seed potatoes, opting for small-sized tubers ideal for planting whole.Grown by Castle Valley Farms in Castle Valley Utah.",""
